#	Name:   Map from SP-MSX (video) character set to Unicode
#	Date:   2022 October 14
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x0000	# NULL
0x01	0xF197A	# SITELEN PONA IDEOGRAPH OKO
0x02	0xF197C	# SITELEN PONA IDEOGRAPH LEKO
0x03	0xF197F	# SITELEN PONA IDEOGRAPH JASIMA
0x04	0xF1981	# SITELEN PONA IDEOGRAPH SOKO
0x05	0xF1982	# SITELEN PONA IDEOGRAPH MESO
0x06	0xF1983	# SITELEN PONA IDEOGRAPH EPIKU
0x07	0xF1984	# SITELEN PONA IDEOGRAPH KOKOSILA
0x08	0xF1985	# SITELEN PONA IDEOGRAPH LANPAN
0x09	0xF1986	# SITELEN PONA IDEOGRAPH N
0x0A	0xF1987	# SITELEN PONA IDEOGRAPH MISIKEKE
0x0B	0xF19A0	# SITELEN PONA IDEOGRAPH PAKE
0x0C	0xF19A1	# SITELEN PONA IDEOGRAPH APEJA
0x0D	0xF19A2	# SITELEN PONA IDEOGRAPH MAJUNA
0x0E	0xF19A3	# SITELEN PONA IDEOGRAPH POWE
0x0F	0xFFAC4	# SITELEN PONA IDEOGRAPH LINLUWI FORM ONE
0x10	0x03C0	# GREEK SMALL LETTER PI
0x11	0x2534	# BOX DRAWINGS LIGHT UP AND HORIZONTAL
0x12	0x252C	# BOX DRAWINGS LIGHT DOWN AND HORIZONTAL
0x13	0x2524	# BOX DRAWINGS LIGHT VERTICAL AND LEFT
0x14	0x251C	# BOX DRAWINGS LIGHT VERTICAL AND RIGHT
0x15	0x253C	# BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL
0x16	0x2502	# BOX DRAWINGS LIGHT VERTICAL
0x17	0x2500	# BOX DRAWINGS LIGHT HORIZONTAL
0x18	0x250C	# BOX DRAWINGS LIGHT DOWN AND RIGHT
0x19	0x2510	# BOX DRAWINGS LIGHT DOWN AND LEFT
0x1A	0x2514	# BOX DRAWINGS LIGHT UP AND RIGHT
0x1B	0x2518	# BOX DRAWINGS LIGHT UP AND LEFT
0x1C	0x2573	# BOX DRAWINGS LIGHT DIAGONAL CROSS
0x1D	0x00B7	# MIDDLE DOT
0x1E	0x2192	# RIGHTWARDS ARROW
0x1F	0x1F5E7	# THREE RAYS RIGHT
0x20	0x0020	# SPACE
0x21	0x0021	# EXCLAMATION MARK
0x22	0x0022	# QUOTATION MARK
0x23	0x0023	# NUMBER SIGN
0x24	0x0024	# DOLLAR SIGN
0x25	0x0025	# PERCENT SIGN
0x26	0x0026	# AMPERSAND
0x27	0x0027	# APOSTROPHE
0x28	0x0028	# LEFT PARENTHESIS
0x29	0x0029	# RIGHT PARENTHESIS
0x2A	0x002A	# ASTERISK
0x2B	0x002B	# PLUS SIGN
0x2C	0x002C	# COMMA
0x2D	0x002D	# HYPHEN-MINUS
0x2E	0x002E	# FULL STOP
0x2F	0x002F	# SOLIDUS
0x30	0x0030	# DIGIT ZERO
0x31	0x0031	# DIGIT ONE
0x32	0x0032	# DIGIT TWO
0x33	0x0033	# DIGIT THREE
0x34	0x0034	# DIGIT FOUR
0x35	0x0035	# DIGIT FIVE
0x36	0x0036	# DIGIT SIX
0x37	0x0037	# DIGIT SEVEN
0x38	0x0038	# DIGIT EIGHT
0x39	0x0039	# DIGIT NINE
0x3A	0x003A	# COLON
0x3B	0x003B	# SEMICOLON
0x3C	0x003C	# LESS-THAN SIGN
0x3D	0x003D	# EQUALS SIGN
0x3E	0x003E	# GREATER-THAN SIGN
0x3F	0x003F	# QUESTION MARK
0x40	0x0040	# COMMERCIAL AT
0x41	0x0041	# LATIN CAPITAL LETTER A
0x42	0x0042	# LATIN CAPITAL LETTER B
0x43	0x0043	# LATIN CAPITAL LETTER C
0x44	0x0044	# LATIN CAPITAL LETTER D
0x45	0x0045	# LATIN CAPITAL LETTER E
0x46	0x0046	# LATIN CAPITAL LETTER F
0x47	0x0047	# LATIN CAPITAL LETTER G
0x48	0x0048	# LATIN CAPITAL LETTER H
0x49	0x0049	# LATIN CAPITAL LETTER I
0x4A	0x004A	# LATIN CAPITAL LETTER J
0x4B	0x004B	# LATIN CAPITAL LETTER K
0x4C	0x004C	# LATIN CAPITAL LETTER L
0x4D	0x004D	# LATIN CAPITAL LETTER M
0x4E	0x004E	# LATIN CAPITAL LETTER N
0x4F	0x004F	# LATIN CAPITAL LETTER O
0x50	0x0050	# LATIN CAPITAL LETTER P
0x51	0x0051	# LATIN CAPITAL LETTER Q
0x52	0x0052	# LATIN CAPITAL LETTER R
0x53	0x0053	# LATIN CAPITAL LETTER S
0x54	0x0054	# LATIN CAPITAL LETTER T
0x55	0x0055	# LATIN CAPITAL LETTER U
0x56	0x0056	# LATIN CAPITAL LETTER V
0x57	0x0057	# LATIN CAPITAL LETTER W
0x58	0x0058	# LATIN CAPITAL LETTER X
0x59	0x0059	# LATIN CAPITAL LETTER Y
0x5A	0x005A	# LATIN CAPITAL LETTER Z
0x5B	0x005B	# LEFT SQUARE BRACKET
0x5C	0x005C	# REVERSE SOLIDUS
0x5D	0x005D	# RIGHT SQUARE BRACKET
0x5E	0x005E	# CIRCUMFLEX ACCENT
0x5F	0x005F	# LOW LINE
0x60	0x0060	# GRAVE ACCENT
0x61	0x0061	# LATIN SMALL LETTER A
