#	Name:   Map from SP-8859-1 to Unicode
#	Date:   2022 June 20
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x20	0x0020	# SPACE
0x21	0xF1939	# SITELEN PONA IDEOGRAPH MU
0x22	0x0022	# QUOTATION MARK
0x23	0xF193D	# SITELEN PONA IDEOGRAPH NANPA
0x24	0xF1908	# SITELEN PONA IDEOGRAPH AWEN
0x25	0xF194C	# SITELEN PONA IDEOGRAPH PANA
0x26	0xF1962	# SITELEN PONA IDEOGRAPH SOWELI
0x27	0x0027	# APOSTROPHE
0x28	0xF1990	# SITELEN PONA START OF CARTOUCHE
0x29	0xF1991	# SITELEN PONA END OF CARTOUCHE
0x2A	0xF1976	# SITELEN PONA IDEOGRAPH WEKA
0x2B	0xF1996	# SITELEN PONA SCALING JOINER
0x2C	0x3001	# IDEOGRAPHIC COMMA
0x2D	0x200D	# ZERO WIDTH JOINER
0x2E	0x3002	# IDEOGRAPHIC FULL STOP
0x2F	0x002D	# HYPHEN-MINUS
0x30	0xF1902	# SITELEN PONA IDEOGRAPH ALA
0x31	0xF1973	# SITELEN PONA IDEOGRAPH WAN
0x32	0xF196E	# SITELEN PONA IDEOGRAPH TU
0x33	0xF193C	# SITELEN PONA IDEOGRAPH MUTE
0x34	0xF1969	# SITELEN PONA IDEOGRAPH TAWA
0x35	0xF192D	# SITELEN PONA IDEOGRAPH LUKA
0x36	0xF1928	# SITELEN PONA IDEOGRAPH LILI
0x37	0xF190A	# SITELEN PONA IDEOGRAPH EN
0x38	0xF1916	# SITELEN PONA IDEOGRAPH KAMA
0x39	0xF1904	# SITELEN PONA IDEOGRAPH ALE
0x3A	0xF199D	# SITELEN PONA COLON
0x3B	0xF199C	# SITELEN PONA MIDDLE DOT
0x3C	0x300C	# LEFT CORNER BRACKET
0x3D	0xF1995	# SITELEN PONA STACKING JOINER
0x3E	0x300D	# RIGHT CORNER BRACKET
0x3F	0x003D	# EQUALS SIGN
0x40	0xF193E	# SITELEN PONA IDEOGRAPH NASA
0x41	0xF1906	# SITELEN PONA IDEOGRAPH ANTE
0x42	0xF193F	# SITELEN PONA IDEOGRAPH NASIN
0x43	0xF1945	# SITELEN PONA IDEOGRAPH OLIN
0x44	0xF192A	# SITELEN PONA IDEOGRAPH LIPU
0x45	0xF1956	# SITELEN PONA IDEOGRAPH SAMA
0x46	0xF1950	# SITELEN PONA IDEOGRAPH PINI
0x47	0xF191F	# SITELEN PONA IDEOGRAPH KULUPU
0x48	0xF195D	# SITELEN PONA IDEOGRAPH SIN
0x49	0xF190E	# SITELEN PONA IDEOGRAPH ILO
0x4A	0xF1913	# SITELEN PONA IDEOGRAPH JO
0x4B	0xF1919	# SITELEN PONA IDEOGRAPH KEPEKEN
0x4C	0xF192E	# SITELEN PONA IDEOGRAPH LUKIN
0x4D	0xF1930	# SITELEN PONA IDEOGRAPH MA
0x4E	0xF193B	# SITELEN PONA IDEOGRAPH MUSI
0x4F	0xF190C	# SITELEN PONA IDEOGRAPH IJO
0x50	0xF1948	# SITELEN PONA IDEOGRAPH PAKALA
0x51	0xF1964	# SITELEN PONA IDEOGRAPH SUNO
0x52	0xF1924	# SITELEN PONA IDEOGRAPH LAWA
0x53	0xF1960	# SITELEN PONA IDEOGRAPH SITELEN
0x54	0xF196D	# SITELEN PONA IDEOGRAPH TOMO
0x55	0xF1915	# SITELEN PONA IDEOGRAPH KALAMA
0x56	0xF196A	# SITELEN PONA IDEOGRAPH TELO
0x57	0xF1975	# SITELEN PONA IDEOGRAPH WAWA
0x58	0xF1936	# SITELEN PONA IDEOGRAPH MOKU
0x59	0xF1907	# SITELEN PONA IDEOGRAPH ANU
0x5A	0xF1922	# SITELEN PONA IDEOGRAPH LAPE
0x5B	0xF1997	# SITELEN PONA START OF LONG GLYPH
0x5C	0x002F	# SOLIDUS
0x5D	0xF1998	# SITELEN PONA END OF LONG GLYPH
0x5E	0xF1963	# SITELEN PONA IDEOGRAPH SULI
0x5F	0x200C	# ZERO WIDTH NON-JOINER
0x60	0x0028	# LEFT PARENTHESIS
0x61	0xF1900	# SITELEN PONA IDEOGRAPH A
0x62	0xF1941	# SITELEN PONA IDEOGRAPH NI
0x63	0xF194E	# SITELEN PONA IDEOGRAPH PILIN
0x64	0xF1968	# SITELEN PONA IDEOGRAPH TASO
0x65	0xF1909	# SITELEN PONA IDEOGRAPH E
0x66	0xF194D	# SITELEN PONA IDEOGRAPH PI
0x67	0xF1946	# SITELEN PONA IDEOGRAPH ONA
0x68	0xF1942	# SITELEN PONA IDEOGRAPH NIMI
0x69	0xF190D	# SITELEN PONA IDEOGRAPH IKE
0x6A	0xF1911	# SITELEN PONA IDEOGRAPH JAN
0x6B	0xF1918	# SITELEN PONA IDEOGRAPH KEN
0x6C	0xF1927	# SITELEN PONA IDEOGRAPH LI
0x6D	0xF1934	# SITELEN PONA IDEOGRAPH MI
0x6E	0xF1986	# SITELEN PONA IDEOGRAPH N
0x6F	0xF1944	# SITELEN PONA IDEOGRAPH O
0x70	0xF1954	# SITELEN PONA IDEOGRAPH PONA
0x71	0xF1959	# SITELEN PONA IDEOGRAPH SEME
0x72	0xF196B	# SITELEN PONA IDEOGRAPH TENPO
0x73	0xF1961	# SITELEN PONA IDEOGRAPH SONA
0x74	0xF196C	# SITELEN PONA IDEOGRAPH TOKI
0x75	0xF195E	# SITELEN PONA IDEOGRAPH SINA
0x76	0xF1977	# SITELEN PONA IDEOGRAPH WILE
0x77	0xF1921	# SITELEN PONA IDEOGRAPH LA
0x78	0xF1949	# SITELEN PONA IDEOGRAPH PALI
0x79	0xF192C	# SITELEN PONA IDEOGRAPH LON
0x7A	0xF1967	# SITELEN PONA IDEOGRAPH TAN
0x7B	0xF199A	# SITELEN PONA START OF REVERSE LONG GLYPH
0x7C	0x005F	# LOW LINE
0x7D	0xF199B	# SITELEN PONA END OF REVERSE LONG GLYPH
0x7E	0x0029	# RIGHT PARENTHESIS
0xA0	0x00A0	# NO-BREAK SPACE
0xA1	0xF1979	# SITELEN PONA IDEOGRAPH KIN
0xA2	0x002A	# ASTERISK
0xA3	0xF197D	# SITELEN PONA IDEOGRAPH MONSUTA
0xA4	0xF19A1	# SITELEN PONA IDEOGRAPH APEJA
0xA5	0xF197B	# SITELEN PONA IDEOGRAPH KIPISI
0xA6	0xF1980	# SITELEN PONA IDEOGRAPH KIJETESANTAKALU
0xA7	0x002B	# PLUS SIGN
0xA8	0xF19A3	# SITELEN PONA IDEOGRAPH POWE
0xA9	0x1F5E7	# THREE RAYS RIGHT
0xAA	0xF1978	# SITELEN PONA IDEOGRAPH NAMAKO
0xAB	0xF1999	# SITELEN PONA COMBINING LONG GLYPH EXTENSION
0xAC	0x002C	# COMMA
0xAD	0xF1993	# SITELEN PONA START OF LONG PI
0xAE	0x002E	# FULL STOP
0xAF	0x0021	# EXCLAMATION MARK
0xB0	0xF194B	# SITELEN PONA IDEOGRAPH PAN
0xB1	0xF1957	# SITELEN PONA IDEOGRAPH SELI
0xB2	0xF1951	# SITELEN PONA IDEOGRAPH PIPI
0xB3	0xF190B	# SITELEN PONA IDEOGRAPH ESUN
0xB4	0xF1932	# SITELEN PONA IDEOGRAPH MANI
0xB5	0xF1943	# SITELEN PONA IDEOGRAPH NOKA
0xB6	0xF1966	# SITELEN PONA IDEOGRAPH SUWI
0xB7	0xF1974	# SITELEN PONA IDEOGRAPH WASO
